@odata.etag,ItemInternalId,Name,Sex,Age,Survived,Pclass,Siblings/Spouses Aboard,Parents/Children Aboard,Fare,male,female,deceased,survived2,1st class,2nd class,3rd class
,d40831ea-e401-4382-9606-9d8753c0f372,Miss. Margaret Fleming,female,42,1,1,0,0,110.8833,0,1,0,1,1,0,0
,0a1e056e-e311-4cc3-87d6-79f73f0742ff,Miss. Margaret Jane Murphy,female,18,1,3,1,0,15.5,0,1,0,1,0,0,1
,6c4742e5-7cd3-45c5-81ec-293d371f54ae,Miss. Margaret Madigan,female,21,1,3,0,0,7.75,0,1,0,1,0,0,1
,dcc44040-d83a-401b-a3ae-758f36d894cd,Miss. Margareth Mannion,female,28,1,3,0,0,7.7375,0,1,0,1,0,0,1
,d1a2e023-ad15-4db2-bf91-0a77821c5c23,Miss. Margit Elizabeth Skoog,female,2,0,3,3,2,27.9,0,1,1,0,0,0,1
,4ceff750-dd55-49b9-9df1-1711954e228c,Miss. Marguerite Rut Sandstrom,female,4,1,3,1,1,16.7,0,1,0,1,0,0,1
,46167358-7fb7-45f7-8477-24c9f0e616fe,Miss. Mari Aina Jussila,female,21,0,3,1,0,9.825,0,1,1,0,0,0,1
,6fdc03b6-ef08-4c05-9f50-a3abdf4a8336,Miss. Maria Nakid,female,1,1,3,0,2,15.7417,0,1,0,1,0,0,1
,211b06df-d403-488f-8e19-14593ca3b606,Miss. Marie Catherine Baclini,female,5,1,3,2,1,19.2583,0,1,0,1,0,0,1
,45089638-1d26-4aaa-b923-7efa2a3ca27c,Miss. Marie Grice Young,female,36,1,1,0,0,135.6333,0,1,0,1,1,0,0
,db00cf43-877e-4414-baf4-2824363d4e73,Miss. Marija Cacic,female,30,0,3,0,0,8.6625,0,1,1,0,0,0,1
,478e0f69-aaef-4923-a74b-a01756a857b2,Miss. Marija Oreskovic,female,20,0,3,0,0,8.6625,0,1,1,0,0,0,1
,72fe21c8-61af-4eb7-8e23-afd72be7f4d8,Miss. Marion Elsie Smith,female,40,1,2,0,0,13,0,1,0,1,0,1,0
,84a077da-6535-4a90-a89e-e83f3b329491,Miss. Marion Louise Becker,female,4,1,2,2,1,39,0,1,0,1,0,1,0
,ff32976e-724b-4548-9dab-a85bf044724d,Miss. Marjorie Collyer,female,8,1,2,0,2,26.25,0,1,0,1,0,1,0
,60162cd9-1b73-4c9b-a4e3-d6486543fce7,Miss. Marjorie Newell,female,23,1,1,1,0,113.275,0,1,0,1,1,0,0
,c118a7e3-fbad-4f31-b245-f3c810dfe3a1,Miss. Mary Agatha Glynn,female,18,1,3,0,0,7.75,0,1,0,1,0,0,1
,f72736b8-8020-4b10-b98a-7bae967356e7,Miss. Mary Bourke,female,40,0,3,0,2,7.75,0,1,1,0,0,0,1
,fbbfd41e-5b34-4b4c-9e08-f6cfe912b236,Miss. Mary Canavan,female,21,0,3,0,0,7.75,0,1,1,0,0,0,1
,549c649e-8bf5-41ff-98ba-9b4e4edb37d7,Miss. Mary Conover Lines,female,16,1,1,0,1,39.4,0,1,0,1,1,0,0
,b28d56de-3302-4cca-be4d-4e62324b4f81,Miss. Mary Davis,female,28,1,2,0,0,13,0,1,0,1,0,1,0
,4627ed07-d2df-48b3-be5d-9167d829c1f9,Miss. Mary Kelly,female,22,1,3,0,0,7.75,0,1,0,1,0,0,1
,672abcb0-2112-4440-b853-5ad57673b751,Miss. Mary Mangan,female,30.5,0,3,0,0,7.75,0,1,1,0,0,0,1
,8559a23a-0038-4296-b71b-f589f3971c5e,Miss. Mary McGovern,female,22,1,3,0,0,7.8792,0,1,0,1,0,0,1
,0e0acc7a-e3ed-47a4-b9b0-cbb7e57c09a8,Miss. Mary Natalie Wick,female,31,1,1,0,2,164.8667,0,1,0,1,1,0,0
,f307a7b5-962e-4d4b-9979-a986041b00d0,Miss. Mathilde Lefebre,female,12,0,3,3,1,25.4667,0,1,1,0,0,0,1
,84c87869-c3f3-4e0b-9727-a6d2b2a22382,Miss. Matilda Petranec,female,28,0,3,0,0,7.8958,0,1,1,0,0,0,1
,ba611f8b-8de5-41a3-82f3-c3bede820ab0,Miss. Nora A Keane,female,46,1,2,0,0,12.35,0,1,0,1,0,1,0
,4e1f6fb6-5f65-4787-ab53-f6e70d15e483,Miss. Nourelain Boulos,female,9,0,3,1,1,15.2458,0,1,1,0,0,0,1
,7155bd12-f6ae-4ac0-a185-4508bc6eb02e,Miss. Phyllis May Quick,female,2,1,2,1,1,26,0,1,0,1,0,1,0
,89ceda0b-5096-4974-a8fa-2a8b583c5824,Miss. Pieta Sofia Ilmakangas,female,25,0,3,1,0,7.925,0,1,1,0,0,0,1
,1cd065c1-0c1b-4b3a-aca6-f4a7a9db7096,Miss. Roberta Maioni,female,16,1,1,0,0,86.5,0,1,0,1,1,0,0
,04a96a48-11f3-4e9a-bb8f-27a3903dfd02,Miss. Robina Maggie Ford,female,9,0,3,2,2,34.375,0,1,1,0,0,0,1
,60acb2db-b70f-4316-a1cb-1fae9088392c,Miss. Rosalie Bidois,female,42,1,1,0,0,227.525,0,1,0,1,1,0,0
,926d22ea-16a9-42c5-b93f-28139dc0a5d1,Miss. Ruth Taussig,female,18,1,1,0,2,79.65,0,1,0,1,1,0,0
,8e88d497-9087-4597-a156-a641eba8030b,Miss. Saiide Barbara,female,18,0,3,0,1,14.4542,0,1,1,0,0,0,1
,e28ce384-4daa-4979-b38c-ce760aeaf55b,Miss. Sara Rebecca Compton,female,39,1,1,1,1,83.1583,0,1,0,1,1,0,0
,44ab9161-6b09-4be4-89ab-9732ceeda7de,Miss. Sigrid Elisabeth Andersson,female,11,0,3,4,2,31.275,0,1,1,0,0,0,1
,5d42c1b6-3a5c-4a93-9512-13b4867f0c88,Miss. Simonne Marie Anne Andree Laroche,female,3,1,2,1,2,41.5792,0,1,0,1,0,1,0
,e1627fa8-4995-4158-89ce-13122d5b49c1,Miss. Stella Anna Sage,female,21,0,3,8,2,69.55,0,1,1,0,0,0,1
,dcce3eb1-c2bc-4c9b-8761-1e35213493c0,Miss. Stina Viola Palsson,female,3,0,3,3,1,21.075,0,1,1,0,0,0,1
,2cf12d58-8d45-4f92-8171-ceea65c90589,Miss. Susan Parker Ryerson,female,21,1,1,2,2,262.375,0,1,0,1,1,0,0
,fb7944f4-5641-49ea-a6e8-cff8ae104db7,Miss. Susan Webber,female,32.5,1,2,0,0,13,0,1,0,1,0,1,0
,5959fc06-6a38-46ca-a3f5-7f522be14c06,Miss. Telma Matilda Strom,female,2,0,3,0,1,10.4625,0,1,1,0,0,0,1
,4cde9f1c-f149-4663-82ed-673ff7b69d90,Miss. Thamine Zabour,female,19,0,3,1,0,14.4542,0,1,1,0,0,0,1
,c3c2eea8-0b30-40c9-82c7-6b19c9a336dd,Miss. Torborg Danira Palsson,female,8,0,3,3,1,21.075,0,1,1,0,0,0,1
,2c1f9ee5-b257-4bd7-baf6-e830ac17e29f,Miss. Velin Ohman,female,22,1,3,0,0,7.775,0,1,0,1,0,0,1
,2602c3ca-07de-4741-a3ee-32c0b508b21b,Miss. Virginia Ethel Emanuel,female,5,1,3,0,0,12.475,0,1,0,1,0,0,1
,0ac9e69e-6778-4c5b-bb13-fd18f673960a,Miss. Wendla Maria Heininen,female,23,0,3,0,0,7.925,0,1,1,0,0,0,1
,72bafc6e-cbab-47a6-a15f-9c712e9666d7,Mlle. Berthe Antonine Mayne,female,24,1,1,0,0,49.5042,0,1,0,1,1,0,0
,8888785a-3a16-4918-bb08-a22fe7560dd4,Mlle. Emma Sagesser,female,24,1,1,0,0,69.3,0,1,0,1,1,0,0
,8163b783-e895-4acf-816b-41f473f4a700,Mme. Leontine Pauline Aubart,female,24,1,1,0,0,69.3,0,1,0,1,1,0,0
,59d224f5-87f6-4b68-86dc-c4047c7488f6,Mr. Abraham (David Lishin) Harmer,male,25,0,3,0,0,7.25,1,0,1,0,0,0,1
,6a0c9140-6775-4347-96f5-92c97ed8ae20,Mr. Achille Waelens,male,22,0,3,0,0,9,1,0,1,0,0,0,1
,05823021-5d4d-4e2b-ad54-c9d4801be8dc,Mr. Adola Asim,male,35,0,3,0,0,7.05,1,0,1,0,0,0,1
,8cb2ffff-b36f-4f98-a32f-a70dfc73daf3,Mr. Adolf Mathias Nicolai Olsen Humblen,male,42,0,3,0,0,7.65,1,0,1,0,0,0,1
,3a6383c6-c9f6-4278-ab0a-ec3982bb8b0f,Mr. Adolphe Saalfeld,male,47,1,1,0,0,30.5,1,0,0,1,1,0,0
,4664e568-042c-47d5-a5df-aa8760aeaaca,Mr. Ahmed Ali,male,24,0,3,0,0,7.05,1,0,1,0,0,0,1
,2ee14213-bb97-406f-a0d5-b48fda319b6c,Mr. Albert A Stewart,male,64,0,1,0,0,27.7208,1,0,1,0,1,0,0
,27c194ab-eb97-419f-8924-41290bbba662,Mr. Albert Adrian Dick,male,31,1,1,1,0,57,1,0,0,1,1,0,0
,0eb1a0ee-4382-428f-99cb-313b54dfddd0,Mr. Albert Augustsson,male,23,0,3,0,0,7.8542,1,0,1,0,0,0,1
,c658c544-89ee-4687-95d8-c6ce27db0fb4,Mr. Albert Johan Moss,male,29,1,3,0,0,7.775,1,0,0,1,0,0,1
,a1e8f56f-aa96-4226-acd7-423983e5dcd5,Mr. Albert Mallet,male,31,0,2,1,1,37.0042,1,0,1,0,0,1,0
,f1de2ea6-a6e4-41da-9f7a-756c3f519a5b,Mr. Alexander Cairns,male,28,0,1,0,0,31,1,0,1,0,1,0,0
,57c1a721-eea1-4d20-ade4-0a6c8ef3aca3,Mr. Alexander Oskar Holverson,male,42,0,1,1,0,52,1,0,1,0,1,0,0
,775ef5f9-4414-4f1d-9a3a-b6e7844e3903,Mr. Alexander Radeff,male,27,0,3,0,0,7.8958,1,0,1,0,0,0,1
,6920f924-d0a0-46b9-a2cf-c0d2ae89ae20,Mr. Alfons de Pelsmaeker,male,16,0,3,0,0,9.5,1,0,1,0,0,0,1
,a85fe154-cb68-4422-a822-b57141fa0159,Mr. Alfonzo Meo,male,55.5,0,3,0,0,8.05,1,0,1,0,0,0,1
,0d5b7712-79dc-4ce9-afc7-b6d1624d5a4b,Mr. Alfred Fleming Cunningham,male,22,0,2,0,0,0,1,0,1,0,0,1,0
,33d2583f-dd5d-4d88-af12-601485798db7,Mr. Alfred Gaskell,male,16,0,2,0,0,26,1,0,1,0,0,1,0
,3aec8879-4c26-4ca6-a17e-a00bcef871dc,Mr. Alfred George John Rush,male,16,0,3,0,0,8.05,1,0,1,0,0,0,1
,9f53c1ab-2e28-4eb8-8ba6-c9e9f3c420d6,Mr. Alfred J Davies,male,24,0,3,2,0,24.15,1,0,1,0,0,0,1
,475fef79-d635-42b8-821f-78dd486a447f,Mr. Alfred Johnson,male,49,0,3,0,0,0,1,0,1,0,0,0,1
,0dfc7765-758a-41da-bc76-3f41e0b57de9,Mr. Alfred Ossian Gustafsson,male,20,0,3,0,0,9.8458,1,0,1,0,0,0,1
,15c4eb52-f857-4881-9507-dee2332511b8,Mr. Algernon Henry Wilson Barkworth,male,80,1,1,0,0,30,1,0,0,1,1,0,0
,5e71c160-f470-4066-9637-58acb277e3d7,Mr. Ali Lam,male,37,1,3,0,0,56.4958,1,0,0,1,0,0,1
,150d8db5-557b-4363-8279-4ba182f4e5b4,Mr. Ambrose Jr Hood,male,21,0,2,0,0,73.5,1,0,1,0,0,1,0
,c6259ef3-9513-4f82-9753-e5daa0dc5e5b,Mr. Amin Saad,male,30,0,3,0,0,7.2292,1,0,1,0,0,0,1
,d369a979-3e59-49ae-9511-a45e72638058,Mr. Anders Johan Andersson,male,39,0,3,1,5,31.275,1,0,1,0,0,0,1
,2c3787a3-a838-490a-9071-63f7c55e327f,Mr. Anders Vilhelm Gustafsson,male,37,0,3,2,0,7.925,1,0,1,0,0,0,1
,39192274-2bf9-44ba-84c5-61b5a11d68c6,Mr. Andrew G Johnston,male,35,0,3,1,2,23.45,1,0,1,0,0,0,1
,493c54f8-97cc-430c-9dc9-72da0004ca46,Mr. Andrew Keane,male,20,0,3,0,0,7.75,1,0,1,0,0,0,1
,64b0df12-3afa-4c1a-a236-76ad936641a0,Mr. Anthony Abbing,male,42,0,3,0,0,7.55,1,0,1,0,0,0,1
,4fcb5383-b7e0-4272-985c-28819dd90b6d,Mr. Anthony Wood Frost,male,37,0,2,0,0,0,1,0,1,0,0,1,0
,e71747c0-ec2a-4c9b-8aef-fc4c4342ada7,Mr. Antoni Yasbeck,male,27,0,3,1,0,14.4542,1,0,1,0,0,0,1
,986c3540-0897-410e-a6d8-99d5dcc835e3,Mr. Antti Gustaf Leinonen,male,32,0,3,0,0,7.925,1,0,1,0,0,0,1
,ec961300-0208-426d-90dd-a76b6c1921af,Mr. Antti Wilhelm Sivola,male,21,0,3,0,0,7.925,1,0,1,0,0,0,1
,91f8c496-b519-4833-94ba-f9b033b64689,Mr. Apostolos Chronopoulos,male,26,0,3,1,0,14.4542,1,0,1,0,0,0,1
,14a76b06-880b-485e-9fd2-a5c63e3da601,Mr. Arne Jonas Fahlstrom,male,18,0,2,0,0,13,1,0,1,0,0,1,0
,18b13667-2fa5-41f4-96ad-c88a6d066bd1,Mr. Arthur Ernest Nicholson,male,64,0,1,0,0,26,1,0,1,0,1,0,0
,35359c4d-416e-46d8-a719-1b979b201ac0,Mr. Arthur H Gee,male,47,0,1,0,0,38.5,1,0,1,0,1,0,0
,32a331cd-22b1-4ded-bf4e-2ee6b3734628,Mr. Arthur Keefe,male,39,0,3,0,0,7.25,1,0,1,0,0,0,1
,41ce3c8b-1fcc-46cd-b09f-fe49cfe8d53a,Mr. Arthur Webster Newell,male,58,0,1,0,2,113.275,1,0,1,0,1,0,0
,f0bbc864-37d3-44fe-a67c-0701d8018d6a,Mr. August Edvard Andersson,male,27,1,3,0,0,7.7958,1,0,0,1,0,0,1
,9a959f20-084b-4fc9-8845-a6379b81b5fc,Mr. August Meyer,male,39,0,2,0,0,13,1,0,1,0,0,1,0
,48ba94b7-d7e4-42de-a959-e00762a86a91,Mr. August Sigfrid Carlsson,male,28,0,3,0,0,7.7958,1,0,1,0,0,0,1
,65172183-c439-4226-a470-2e5a0bf63e08,Mr. August Viktor Larsson,male,29,0,3,0,0,9.4833,1,0,1,0,0,0,1
,9771e0bf-352c-4f17-8121-9e4914fd74e8,Mr. Austen Partner,male,45.5,0,1,0,0,28.5,1,0,1,0,1,0,0
,8268747a-443c-4eeb-9c14-677c57df8028,Mr. Austin Blyler van Billiard,male,40.5,0,3,0,2,14.5,1,0,1,0,0,0,1
,a053c331-e66c-437d-8e54-e5fa08ef2be6,Mr. Bengt Edvin Larsson,male,29,0,3,0,0,7.775,1,0,1,0,0,0,1
,dfa35274-c44e-429f-bb51-9644faaecf11,Mr. Benjamin Guggenheim,male,46,0,1,0,0,79.2,1,0,1,0,1,0,0
,99791a2d-712b-4a0e-a46a-5fd85e07d238,Mr. Benjamin Hart,male,43,0,2,1,1,26.25,1,0,1,0,0,1,0
,56e5626e-5cc3-4438-afe8-cc25148eae75,Mr. Benjamin Laventall Foreman,male,30,0,1,0,0,27.75,1,0,1,0,1,0,0
,e07ceb38-291c-43de-90b1-ed6518748693,Mr. Berk (Berk Trembisky) Pickard,male,32,1,3,0,0,8.05,1,0,0,1,0,0,1
,998db638-d7ef-4b6a-ae07-e51f2e3ec03c,Mr. Bernard McCoy,male,24,1,3,2,0,23.25,1,0,0,1,0,0,1
,0aef9356-6f0c-48e8-829d-6913f6509c80,Mr. Bernt Johannesen-Bratthammer,male,29,1,3,0,0,8.1125,1,0,0,1,0,0,1
,33108205-ca24-45b5-aa1a-3b21924dc0a7,Mr. Bertram Frank Dean,male,26,0,3,1,2,20.575,1,0,1,0,0,0,1
,cc4513eb-d6b1-4ea5-a14f-7b54c1540f21,Mr. Branko Dakic,male,19,0,3,0,0,10.1708,1,0,1,0,0,0,1
,0a70e2d4-34da-4fd2-8837-6b8137b71aee,Mr. Carl Jonsson,male,32,1,3,0,0,7.8542,1,0,0,1,0,0,1
,b9b6a6e9-fa75-4604-a714-c267f44be57c,Mr. Carl Olof Jansson,male,21,1,3,0,0,7.7958,1,0,0,1,0,0,1
,c726df70-a545-4c41-adbc-9bcfbb876c70,Mr. Carl/Charles Peter Widegren,male,51,0,3,0,0,7.75,1,0,1,0,0,0,1
,b5f4e0e0-2f45-4089-a6ce-86de26e59f88,Mr. Cerin Balkic,male,26,0,3,0,0,7.8958,1,0,1,0,0,0,1
,80400b45-ff4c-4215-9742-d00867179fa0,Mr. Chang Chip,male,32,1,3,0,0,56.4958,1,0,0,1,0,0,1
,c2b00969-156c-433d-ab7c-a6ba5c637392,Mr. Charles Alexander Fortune,male,19,0,1,3,2,263,1,0,1,0,1,0,0
,a0d60f12-f9e2-465c-9e57-14cb73811295,Mr. Charles Duane Williams,male,51,0,1,0,1,61.3792,1,0,1,0,1,0,0
,8083e809-7b4d-4b8e-a8c1-9271173e45c8,Mr. Charles Edward Goodwin,male,14,0,3,5,2,46.9,1,0,1,0,0,0,1
,bd1da53c-9983-43fc-a81e-79e9e8323d06,Mr. Charles Eugene Williams,male,23,1,2,0,0,13,1,0,0,1,0,1,0
,3bb84fdd-8ed0-47aa-a0ca-4532a7a63d2a,Mr. Charles Frederick Waddington Sedgwick,male,25,0,2,0,0,13,1,0,1,0,0,1,0
,7f55e288-0629-4da2-853b-48a87a65b09e,Mr. Charles H Harrington,male,37,0,1,0,0,42.4,1,0,1,0,1,0,0
,cde7c404-b395-4ef6-ad53-40728742fb44,Mr. Charles H Natsch,male,37,0,1,0,1,29.7,1,0,1,0,1,0,0
,1d2ce226-2730-4f16-a793-860c2fbeea64,Mr. Charles Hallace Romaine,male,45,1,1,0,0,26.55,1,0,0,1,1,0,0
,76c2467c-2515-42b1-9820-ae51d44a4519,Mr. Charles Henry Chapman,male,52,0,2,0,0,13.5,1,0,1,0,0,1,0
,f4e85053-01b3-4e95-bb76-7de6c0d06dda,Mr. Charles Henry Davies,male,18,0,2,0,0,73.5,1,0,1,0,0,1,0
,d3859d11-c11e-464b-9d77-b923866837f9,Mr. Charles Joseph Shorney,male,22,0,3,0,0,8.05,1,0,1,0,0,0,1
,2d4d5a63-b0e0-4705-8ada-283d13b7533f,Mr. Charles Wilhelms,male,31,1,2,0,0,13,1,0,0,1,0,1,0
,cf66879b-d760-40b9-a339-5e5b983a9531,Mr. Choong Foo,male,32,1,3,0,0,56.4958,1,0,0,1,0,0,1
,639819a8-7621-4461-ab29-b1e4d665b05b,Mr. Christo Nenkoff,male,22,0,3,0,0,7.8958,1,0,1,0,0,0,1
,e8d857c0-2a2d-4b78-b7c1-c4235fef9a90,Mr. Claus Peter Hansen,male,41,0,3,2,0,14.1083,1,0,1,0,0,0,1
,1e1f1054-60e6-4ef3-9621-eeb9f5b2f730,Mr. Daniel Coxon,male,59,0,3,0,0,7.25,1,0,1,0,0,0,1
,0d33f84c-f9e1-4d8f-adfa-23e57b44321e,Mr. Daniel Danielsen Gronnestad,male,32,0,3,0,0,8.3625,1,0,1,0,0,0,1
,d77d4ff5-5765-441a-ad54-abeaea229712,Mr. Daniel J Moran,male,28,0,3,1,0,24.15,1,0,1,0,0,0,1
,f0c4ab70-d100-46e9-8159-9281d57e6ac9,Mr. Daniel Warner Marvin,male,19,0,1,1,0,53.1,1,0,1,0,1,0,0
,aaf8fab1-7fb9-46be-8475-57133847f53f,Mr. David Charters,male,21,0,3,0,0,7.7333,1,0,1,0,0,0,1
,43b03797-ec69-480d-a651-331e42619636,Mr. David John Barton,male,22,0,3,0,0,8.05,1,0,1,0,0,0,1
,315e36a5-1d94-4f8f-9b60-142dc4265097,Mr. David John Bowen,male,21,0,3,0,0,16.1,1,0,1,0,0,0,1
,7dd18866-a5f0-46b7-a157-a9336a9cb17f,Mr. David Reeves,male,36,0,2,0,0,10.5,1,0,1,0,0,1,0
,26afc2d0-4bdd-4500-9998-1f616e2d2043,Mr. Denis Lennon,male,20,0,3,1,0,15.5,1,0,1,0,0,0,1
,fa0d5010-3efa-494d-bc88-57f2aef35cce,Mr. Dibo Elias,male,29,0,3,0,0,7.225,1,0,1,0,0,0,1
,6ea794f6-db57-4560-8a7e-53ccbea7779e,Mr. Dickinson H Bishop,male,25,1,1,1,0,91.0792,1,0,0,1,1,0,0
,7c3e432d-5725-438e-8363-69e154b06964,Mr. Domingos Fernandeo Coelho,male,20,0,3,0,0,7.05,1,0,1,0,0,0,1
,9229e225-f665-4777-938d-2d4f9ca951d3,Mr. Douglas Bullen Sage,male,18,0,3,8,2,69.55,1,0,1,0,0,0,1
,b003320e-6275-44bb-bbc4-5952cb0ecd2c,Mr. Eberhard Thelander Fischer,male,18,0,3,0,0,7.7958,1,0,1,0,0,0,1
,bd038cad-1be7-485f-95ed-eed560ec7c25,Mr. Edgar Joseph Meyer,male,28,0,1,1,0,82.1708,1,0,1,0,1,0,0
,b54099ca-275f-4063-a460-59cfe87b5ecb,Mr. Edgardo Samuel Andrew,male,18,0,2,0,0,11.5,1,0,1,0,0,1,0
,9c554907-ea8b-4f72-847d-ee99851bc12a,Mr. Edvard Bengtsson Lindell,male,36,0,3,1,0,15.55,1,0,1,0,0,0,1
,0e12a769-9b68-491a-a7c1-5bd6be012d4a,Mr. Edvard Pekoniemi,male,21,0,3,0,0,7.925,1,0,1,0,0,0,1
,2c6b6771-631c-43b2-8304-97d512541d02,Mr. Edward Arthur Dorking,male,19,1,3,0,0,8.05,1,0,0,1,0,0,1
,ac7de5b5-05a3-429b-a7d9-09d6df3ca496,Mr. Edward Austin Kent,male,58,0,1,0,0,29.7,1,0,1,0,1,0,0
,12e94e42-a645-4248-a619-cc6242982435,Mr. Edward Beane,male,32,1,2,1,0,26,1,0,0,1,0,1,0
,f8f57b2b-9e00-4197-853c-977f3ba9a55a,Mr. Edward H Wheadon,male,66,0,2,0,0,10.5,1,0,1,0,0,1,0
,55e2b8c8-0683-4883-974f-5d8fb01e3526,Mr. Edward Pennington Calderhead,male,42,1,1,0,0,26.2875,1,0,0,1,1,0,0
,26d003e5-b45e-445d-b589-817316275218,Mr. Edward Pomeroy Colley,male,47,0,1,0,0,25.5875,1,0,1,0,1,0,0
,a018bed1-7eb5-478b-9a1d-866a961d3d6f,Mr. Edward Roland Stanley,male,21,0,3,0,0,8.05,1,0,1,0,0,0,1
,2e505ce9-af44-46a8-b868-de601833b566,Mr. Edward Willey,male,21,0,3,0,0,7.55,1,0,1,0,0,0,1
,a9b4adf3-9bff-4fbd-8727-e081ce3b4ee2,Mr. Edwin Nelson Jr Kimball,male,42,1,1,1,0,52.5542,1,0,0,1,1,0,0
,6147bd91-c025-4326-953b-4b9891a103d2,Mr. Edwy Arthur West,male,36,0,2,1,2,27.75,1,0,1,0,0,1,0
,c375a193-84f6-4822-b852-5b213a22c496,Mr. Einar Windelov,male,21,0,3,0,0,7.25,1,0,1,0,0,0,1
,182b7f5e-b51f-4167-8824-f7b2c22db191,Mr. Eino William Lindqvist,male,20,1,3,1,0,7.925,1,0,0,1,0,0,1
,95c2d455-5374-4d6c-ae8f-329267b4cd54,Mr. Eiriik Jussila,male,32,1,3,0,0,7.925,1,0,0,1,0,0,1
,95fa6e18-4b4c-4668-91ef-2c7cb82a3040,Mr. Eliezer Gilinski,male,22,0,3,0,0,8.05,1,0,1,0,0,0,1
,9c4debda-dc26-45d7-b7c4-21555e145320,Mr. Elmer Zebley Taylor,male,48,1,1,1,0,52,1,0,0,1,1,0,0
,64fac8a9-a5db-4433-8219-3009ba556e1f,Mr. Emil Christmann,male,29,0,3,0,0,8.05,1,0,1,0,0,0,1
,49a02682-02ad-4ce2-bd6f-77d63c6a430d,Mr. Emil Taussig,male,52,0,1,1,1,79.65,1,0,1,0,1,0,0
,35696003-38d7-42a6-8a39-654ea2dc6447,Mr. Emile Richard,male,23,0,2,0,0,15.0458,1,0,1,0,0,1,0
,dbc88032-7ed0-43c7-846c-0882b757b3d3,Mr. Engelhart Cornelius Ostby,male,65,0,1,0,1,61.9792,1,0,1,0,1,0,0
,52b3aeba-d946-4226-8623-b33d3f3ceac1,Mr. Ennis Hastings Watson,male,19,0,2,0,0,0,1,0,1,0,0,1,0
,cde2780f-c91c-43a9-bdc0-6ac5db5939cf,Mr. Erik Gustaf Collander,male,28,0,2,0,0,13,1,0,1,0,0,1,0
,87d70686-3a3d-4ae8-8384-840e677f8e69,Mr. Erik Johansson,male,22,0,3,0,0,7.7958,1,0,1,0,0,0,1
,9f0da2db-9310-4e4d-ac7b-0ea34a87154b,Mr. Ernest Charles Cann,male,21,0,3,0,0,8.05,1,0,1,0,0,0,1
,b1341137-2b0a-4974-b7af-dc137a2c5d64,Mr. Ernest James Crease,male,19,0,3,0,0,8.1583,1,0,1,0,0,0,1
,8716df74-b4ac-467d-b0d7-9a1e96d39d1e,Mr. Ernest Portage Tomlin,male,30.5,0,3,0,0,8.05,1,0,1,0,0,0,1
,da5238b1-dc27-442b-92f6-a9b2acbe9a75,Mr. Ernesti Arvid Panula,male,16,0,3,4,1,39.6875,1,0,1,0,0,0,1
,d2e93223-1fdc-4bd5-acc6-b00e9b788370,Mr. Ernst Adolf Sjostedt,male,59,0,2,0,0,13.5,1,0,1,0,0,1,0
,4c0e950a-ba6f-4472-96cc-7131a2eb10bb,Mr. Ernst Gilbert Danbom,male,34,0,3,1,1,14.4,1,0,1,0,0,0,1
,e54594f5-64de-4a78-8ead-e97212307b24,Mr. Ernst Ulrik Persson,male,25,1,3,1,0,7.775,1,0,0,1,0,0,1
,2f9217c9-3761-4d6d-a3fd-4ad2122b6a41,Mr. Ernst William Torber,male,44,0,3,0,0,8.05,1,0,1,0,0,0,1
,f091b4f2-08e2-438a-8f26-4068148698a1,Mr. Ervin G Lewy,male,30,0,1,0,0,27.7208,1,0,1,0,1,0,0
,c28e36ba-54cc-44e5-b95b-91a2bfc1f2e6,Mr. Eugene Patrick Daly,male,29,1,3,0,0,7.75,1,0,0,1,0,0,1
,6fd060f9-28e2-4676-ab1d-db367c47569e,Mr. Fahim Leeni,male,22,1,3,0,0,7.225,1,0,0,1,0,0,1
,a6aaa61d-ec56-42ab-8b17-52a0d877c32c,Mr. Fang Lang,male,26,1,3,0,0,56.4958,1,0,0,1,0,0,1
,1946d22e-2ee0-4772-bd92-a7f6faa4b07e,Mr. Fared Kassem,male,18,0,3,0,0,7.2292,1,0,1,0,0,0,1
,4db29726-34bb-4384-a643-da303d232658,Mr. Farred Chehab Emir,male,26,0,3,0,0,7.225,1,0,1,0,0,0,1
,ec2b042a-9066-423c-8c40-e21cdcaf2dda,Mr. Fletcher Fellows Williams-Lambert,male,43,0,1,0,0,35,1,0,1,0,1,0,0
,560efaf1-1a41-44a7-97e1-0fd2ee1a5618,Mr. Francesco Celotti,male,24,0,3,0,0,8.05,1,0,1,0,0,0,1
,6ee56093-8f9a-4dba-88f1-0173abf4404f,Mr. Francis Davis Millet,male,65,0,1,0,0,26.55,1,0,1,0,1,0,0
,a4f5546d-7743-48d6-99f6-135254ab4ea3,Mr. Francis Parkes,male,21,0,2,0,0,0,1,0,1,0,0,1,0
,a265ac14-8bc5-447d-b5a9-dccc77440772,Mr. Francis William Somerton,male,30,0,3,0,0,8.05,1,0,1,0,0,0,1
,28eb12f7-369c-4ea3-8df5-3db10a00fdb7,Mr. Francisco M Carrau,male,28,0,1,0,0,47.1,1,0,1,0,1,0,0
,455c4205-2311-4b8c-84d1-4f8bc8ed2309,Mr. Frank Duane,male,65,0,3,0,0,7.75,1,0,1,0,0,0,1
,f38b7b7f-6744-4ca7-9b38-d66f6ae829f8,Mr. Frank John Goldsmith,male,33,0,3,1,1,20.525,1,0,1,0,0,0,1
,c170a339-112d-48fd-808e-cc07c4a3129e,Mr. Frans Olof Carlsson,male,33,0,1,0,0,5,1,0,1,0,1,0,0
